fit,predictor,estimate,std_error,ci_lower,ci_upper,odds_ratio,odds_ratio_ci_lower,odds_ratio_ci_upper,posterior_probability_positive,p_value,interval_type,n,fit_method
pooled,distance_z,-0.11662617953120576,0.023175224787860372,-0.16204962011541207,-0.07120273894699942,0.8899178004811905,0.8503990065964546,0.9312730676660951,2.4223345139268304e-07,,laplace_approx_95_credible,31778,laplace_map_crossed_logistic_glmm
pooled,spec_z,1.1345698695166746,0.06307914868110072,1.0109347381017173,1.258205000931632,3.10983562008673,2.7481686327358714,3.5190990351754414,1.0,,laplace_approx_95_credible,31778,laplace_map_crossed_logistic_glmm
