fit,predictor,estimate,std_error,ci_lower,ci_upper,odds_ratio,odds_ratio_ci_lower,odds_ratio_ci_upper,posterior_probability_positive,p_value,interval_type,n,fit_method
prompt_clustered_gee_excluding_aligned_language,distance_z,-0.2635246627146133,0.017702843619028786,-0.2982222362079097,-0.22882708922131687,0.76833867288814,0.7421363918422799,0.7954660662712374,,4.0631931657404183e-50,robust_95_confidence,29286,prompt_clustered_gee_attack_language_fixed_effects
prompt_clustered_gee_excluding_aligned_language,spec_z,1.1388695659909918,0.0656167484303847,1.0102607390674376,1.267478392914546,3.123235756954289,2.746316993802892,3.5518848026390413,,1.7649142660355625e-67,robust_95_confidence,29286,prompt_clustered_gee_attack_language_fixed_effects
