start_time,end_time,start_time_iso,end_time_iso,num_model_requests,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1778056080,1778056140,2026-05-06T08:28:00+00:00,2026-05-06T08:29:00+00:00,,,,,,,,,,,,,,,,,
1778056140,1778056200,2026-05-06T08:29:00+00:00,2026-05-06T08:30:00+00:00,,,,,,,,,,,,,,,,,
1778056200,1778056260,2026-05-06T08:30:00+00:00,2026-05-06T08:31:00+00:00,,,,,,,,,,,,,,,,,
1778056260,1778056320,2026-05-06T08:31:00+00:00,2026-05-06T08:32:00+00:00,,,,,,,,,,,,,,,,,
1778056320,1778056380,2026-05-06T08:32:00+00:00,2026-05-06T08:33:00+00:00,,,,,,,,,,,,,,,,,
1778056380,1778056440,2026-05-06T08:33:00+00:00,2026-05-06T08:34:00+00:00,,,,,,,,,,,,,,,,,
1778056440,1778056500,2026-05-06T08:34:00+00:00,2026-05-06T08:35:00+00:00,,,,,,,,,,,,,,,,,
1778056500,1778056560,2026-05-06T08:35:00+00:00,2026-05-06T08:36:00+00:00,,,,,,,,,,,,,,,,,
1778056560,1778056620,2026-05-06T08:36:00+00:00,2026-05-06T08:37:00+00:00,,,,,,,,,,,,,,,,,
1778056620,1778056680,2026-05-06T08:37:00+00:00,2026-05-06T08:38:00+00:00,,,,,,,,,,,,,,,,,
1778056680,1778056740,2026-05-06T08:38:00+00:00,2026-05-06T08:39:00+00:00,,,,,,,,,,,,,,,,,
1778056740,1778056800,2026-05-06T08:39:00+00:00,2026-05-06T08:40:00+00:00,,,,,,,,,,,,,,,,,
1778056800,1778056860,2026-05-06T08:40:00+00:00,2026-05-06T08:41:00+00:00,,,,,,,,,,,,,,,,,
1778056860,1778056920,2026-05-06T08:41:00+00:00,2026-05-06T08:42:00+00:00,,,,,,,,,,,,,,,,,
1778056920,1778056980,2026-05-06T08:42:00+00:00,2026-05-06T08:43:00+00:00,,,,,,,,,,,,,,,,,
1778056980,1778057040,2026-05-06T08:43:00+00:00,2026-05-06T08:44:00+00:00,,,,,,,,,,,,,,,,,
1778057040,1778057100,2026-05-06T08:44:00+00:00,2026-05-06T08:45:00+00:00,,,,,,,,,,,,,,,,,
1778057100,1778057160,2026-05-06T08:45:00+00:00,2026-05-06T08:46:00+00:00,,,,,,,,,,,,,,,,,
1778057160,1778057220,2026-05-06T08:46:00+00:00,2026-05-06T08:47:00+00:00,,,,,,,,,,,,,,,,,
1778057220,1778057280,2026-05-06T08:47:00+00:00,2026-05-06T08:48:00+00:00,,,,,,,,,,,,,,,,,
1778057280,1778057340,2026-05-06T08:48:00+00:00,2026-05-06T08:49:00+00:00,,,,,,,,,,,,,,,,,
1778057340,1778057400,2026-05-06T08:49:00+00:00,2026-05-06T08:50:00+00:00,,,,,,,,,,,,,,,,,
1778057400,1778057460,2026-05-06T08:50:00+00:00,2026-05-06T08:51:00+00:00,,,,,,,,,,,,,,,,,
1778057460,1778057520,2026-05-06T08:51:00+00:00,2026-05-06T08:52:00+00:00,,,,,,,,,,,,,,,,,
1778057520,1778057580,2026-05-06T08:52:00+00:00,2026-05-06T08:53:00+00:00,,,,,,,,,,,,,,,,,
1778057580,1778057640,2026-05-06T08:53:00+00:00,2026-05-06T08:54:00+00:00,,,,,,,,,,,,,,,,,
1778057640,1778057700,2026-05-06T08:54:00+00:00,2026-05-06T08:55:00+00:00,,,,,,,,,,,,,,,,,
1778057700,1778057760,2026-05-06T08:55:00+00:00,2026-05-06T08:56:00+00:00,,,,,,,,,,,,,,,,,
1778057760,1778057820,2026-05-06T08:56:00+00:00,2026-05-06T08:57:00+00:00,,,,,,,,,,,,,,,,,
1778057820,1778057880,2026-05-06T08:57:00+00:00,2026-05-06T08:58:00+00:00,,,,,,,,,,,,,,,,,
1778057880,1778057940,2026-05-06T08:58:00+00:00,2026-05-06T08:59:00+00:00,,,,,,,,,,,,,,,,,
1778057940,1778058000,2026-05-06T08:59:00+00:00,2026-05-06T09:00:00+00:00,,,,,,,,,,,,,,,,,
1778058000,1778058060,2026-05-06T09:00:00+00:00,2026-05-06T09:01:00+00:00,,,,,,,,,,,,,,,,,
1778058060,1778058120,2026-05-06T09:01:00+00:00,2026-05-06T09:02:00+00:00,,,,,,,,,,,,,,,,,
1778058120,1778058180,2026-05-06T09:02:00+00:00,2026-05-06T09:03:00+00:00,,,,,,,,,,,,,,,,,
1778058180,1778058240,2026-05-06T09:03:00+00:00,2026-05-06T09:04:00+00:00,,,,,,,,,,,,,,,,,
1778058240,1778058300,2026-05-06T09:04:00+00:00,2026-05-06T09:05:00+00:00,,,,,,,,,,,,,,,,,
1778058300,1778058360,2026-05-06T09:05:00+00:00,2026-05-06T09:06:00+00:00,,,,,,,,,,,,,,,,,
1778058360,1778058420,2026-05-06T09:06:00+00:00,2026-05-06T09:07:00+00:00,,,,,,,,,,,,,,,,,
1778058420,1778058480,2026-05-06T09:07:00+00:00,2026-05-06T09:08:00+00:00,,,,,,,,,,,,,,,,,
1778058480,1778058540,2026-05-06T09:08:00+00:00,2026-05-06T09:09:00+00:00,,,,,,,,,,,,,,,,,
1778058540,1778058600,2026-05-06T09:09:00+00:00,2026-05-06T09:10:00+00:00,,,,,,,,,,,,,,,,,
1778058600,1778058660,2026-05-06T09:10:00+00:00,2026-05-06T09:11:00+00:00,,,,,,,,,,,,,,,,,
1778058660,1778058720,2026-05-06T09:11:00+00:00,2026-05-06T09:12:00+00:00,,,,,,,,,,,,,,,,,
1778058720,1778058780,2026-05-06T09:12:00+00:00,2026-05-06T09:13:00+00:00,,,,,,,,,,,,,,,,,
1778058780,1778058840,2026-05-06T09:13:00+00:00,2026-05-06T09:14:00+00:00,,,,,,,,,,,,,,,,,
1778058840,1778058900,2026-05-06T09:14:00+00:00,2026-05-06T09:15:00+00:00,,,,,,,,,,,,,,,,,
1778058900,1778058960,2026-05-06T09:15:00+00:00,2026-05-06T09:16:00+00:00,,,,,,,,,,,,,,,,,
1778058960,1778059020,2026-05-06T09:16:00+00:00,2026-05-06T09:17:00+00:00,,,,,,,,,,,,,,,,,
1778059020,1778059080,2026-05-06T09:17:00+00:00,2026-05-06T09:18:00+00:00,,,,,,,,,,,,,,,,,
1778059080,1778059140,2026-05-06T09:18:00+00:00,2026-05-06T09:19:00+00:00,,,,,,,,,,,,,,,,,
1778059140,1778059200,2026-05-06T09:19:00+00:00,2026-05-06T09:20:00+00:00,,,,,,,,,,,,,,,,,
1778059200,1778059260,2026-05-06T09:20:00+00:00,2026-05-06T09:21:00+00:00,,,,,,,,,,,,,,,,,
1778059260,1778059320,2026-05-06T09:21:00+00:00,2026-05-06T09:22:00+00:00,,,,,,,,,,,,,,,,,
1778059320,1778059380,2026-05-06T09:22:00+00:00,2026-05-06T09:23:00+00:00,,,,,,,,,,,,,,,,,
1778059380,1778059440,2026-05-06T09:23:00+00:00,2026-05-06T09:24:00+00:00,,,,,,,,,,,,,,,,,
1778059440,1778059500,2026-05-06T09:24:00+00:00,2026-05-06T09:25:00+00:00,,,,,,,,,,,,,,,,,
1778059500,1778059560,2026-05-06T09:25:00+00:00,2026-05-06T09:26:00+00:00,,,,,,,,,,,,,,,,,
1778059560,1778059620,2026-05-06T09:26:00+00:00,2026-05-06T09:27:00+00:00,,,,,,,,,,,,,,,,,
1778059620,1778059680,2026-05-06T09:27:00+00:00,2026-05-06T09:28:00+00:00,,,,,,,,,,,,,,,,,
1778059680,1778059740,2026-05-06T09:28:00+00:00,2026-05-06T09:29:00+00:00,,,,,,,,,,,,,,,,,
1778059740,1778059800,2026-05-06T09:29:00+00:00,2026-05-06T09:30:00+00:00,,,,,,,,,,,,,,,,,
1778059800,1778059860,2026-05-06T09:30:00+00:00,2026-05-06T09:31:00+00:00,,,,,,,,,,,,,,,,,
1778059860,1778059920,2026-05-06T09:31:00+00:00,2026-05-06T09:32:00+00:00,,,,,,,,,,,,,,,,,
1778059920,1778059980,2026-05-06T09:32:00+00:00,2026-05-06T09:33:00+00:00,,,,,,,,,,,,,,,,,
1778059980,1778060040,2026-05-06T09:33:00+00:00,2026-05-06T09:34:00+00:00,,,,,,,,,,,,,,,,,
1778060040,1778060100,2026-05-06T09:34:00+00:00,2026-05-06T09:35:00+00:00,,,,,,,,,,,,,,,,,
1778060100,1778060160,2026-05-06T09:35:00+00:00,2026-05-06T09:36:00+00:00,,,,,,,,,,,,,,,,,
1778060160,1778060220,2026-05-06T09:36:00+00:00,2026-05-06T09:37:00+00:00,,,,,,,,,,,,,,,,,
1778060220,1778060280,2026-05-06T09:37:00+00:00,2026-05-06T09:38:00+00:00,,,,,,,,,,,,,,,,,
1778060280,1778060340,2026-05-06T09:38:00+00:00,2026-05-06T09:39:00+00:00,,,,,,,,,,,,,,,,,
1778060340,1778060400,2026-05-06T09:39:00+00:00,2026-05-06T09:40:00+00:00,,,,,,,,,,,,,,,,,
1778060400,1778060460,2026-05-06T09:40:00+00:00,2026-05-06T09:41:00+00:00,,,,,,,,,,,,,,,,,
1778060460,1778060520,2026-05-06T09:41:00+00:00,2026-05-06T09:42:00+00:00,,,,,,,,,,,,,,,,,
1778060520,1778060580,2026-05-06T09:42:00+00:00,2026-05-06T09:43:00+00:00,,,,,,,,,,,,,,,,,
1778060580,1778060640,2026-05-06T09:43:00+00:00,2026-05-06T09:44:00+00:00,,,,,,,,,,,,,,,,,
1778060640,1778060700,2026-05-06T09:44:00+00:00,2026-05-06T09:45:00+00:00,,,,,,,,,,,,,,,,,
1778060700,1778060760,2026-05-06T09:45:00+00:00,2026-05-06T09:46:00+00:00,,,,,,,,,,,,,,,,,
1778060760,1778060820,2026-05-06T09:46:00+00:00,2026-05-06T09:47:00+00:00,,,,,,,,,,,,,,,,,
1778060820,1778060880,2026-05-06T09:47:00+00:00,2026-05-06T09:48:00+00:00,,,,,,,,,,,,,,,,,
1778060880,1778060940,2026-05-06T09:48:00+00:00,2026-05-06T09:49:00+00:00,,,,,,,,,,,,,,,,,
1778060940,1778061000,2026-05-06T09:49:00+00:00,2026-05-06T09:50:00+00:00,,,,,,,,,,,,,,,,,
1778061000,1778061060,2026-05-06T09:50:00+00:00,2026-05-06T09:51:00+00:00,,,,,,,,,,,,,,,,,
1778061060,1778061120,2026-05-06T09:51:00+00:00,2026-05-06T09:52:00+00:00,,,,,,,,,,,,,,,,,
1778061120,1778061180,2026-05-06T09:52:00+00:00,2026-05-06T09:53:00+00:00,,,,,,,,,,,,,,,,,
1778061180,1778061240,2026-05-06T09:53:00+00:00,2026-05-06T09:54:00+00:00,,,,,,,,,,,,,,,,,
1778061240,1778061300,2026-05-06T09:54:00+00:00,2026-05-06T09:55:00+00:00,,,,,,,,,,,,,,,,,
1778061300,1778061360,2026-05-06T09:55:00+00:00,2026-05-06T09:56:00+00:00,,,,,,,,,,,,,,,,,
1778061360,1778061420,2026-05-06T09:56:00+00:00,2026-05-06T09:57:00+00:00,,,,,,,,,,,,,,,,,
1778061420,1778061480,2026-05-06T09:57:00+00:00,2026-05-06T09:58:00+00:00,,,,,,,,,,,,,,,,,
1778061480,1778061540,2026-05-06T09:58:00+00:00,2026-05-06T09:59:00+00:00,,,,,,,,,,,,,,,,,
1778061540,1778061600,2026-05-06T09:59:00+00:00,2026-05-06T10:00:00+00:00,,,,,,,,,,,,,,,,,
1778061600,1778061660,2026-05-06T10:00:00+00:00,2026-05-06T10:01:00+00:00,,,,,,,,,,,,,,,,,
1778061660,1778061720,2026-05-06T10:01:00+00:00,2026-05-06T10:02:00+00:00,,,,,,,,,,,,,,,,,
1778061720,1778061780,2026-05-06T10:02:00+00:00,2026-05-06T10:03:00+00:00,,,,,,,,,,,,,,,,,
1778061780,1778061840,2026-05-06T10:03:00+00:00,2026-05-06T10:04:00+00:00,,,,,,,,,,,,,,,,,
1778061840,1778061900,2026-05-06T10:04:00+00:00,2026-05-06T10:05:00+00:00,,,,,,,,,,,,,,,,,
1778061900,1778061960,2026-05-06T10:05:00+00:00,2026-05-06T10:06:00+00:00,,,,,,,,,,,,,,,,,
1778061960,1778062020,2026-05-06T10:06:00+00:00,2026-05-06T10:07:00+00:00,,,,,,,,,,,,,,,,,
1778062020,1778062080,2026-05-06T10:07:00+00:00,2026-05-06T10:08:00+00:00,,,,,,,,,,,,,,,,,
1778062080,1778062140,2026-05-06T10:08:00+00:00,2026-05-06T10:09:00+00:00,,,,,,,,,,,,,,,,,
1778062140,1778062200,2026-05-06T10:09:00+00:00,2026-05-06T10:10:00+00:00,,,,,,,,,,,,,,,,,
1778062200,1778062260,2026-05-06T10:10:00+00:00,2026-05-06T10:11:00+00:00,,,,,,,,,,,,,,,,,
1778062260,1778062320,2026-05-06T10:11:00+00:00,2026-05-06T10:12:00+00:00,,,,,,,,,,,,,,,,,
1778062320,1778062380,2026-05-06T10:12:00+00:00,2026-05-06T10:13:00+00:00,,,,,,,,,,,,,,,,,
1778062380,1778062440,2026-05-06T10:13:00+00:00,2026-05-06T10:14:00+00:00,,,,,,,,,,,,,,,,,
1778062440,1778062500,2026-05-06T10:14:00+00:00,2026-05-06T10:15:00+00:00,,,,,,,,,,,,,,,,,
1778062500,1778062560,2026-05-06T10:15:00+00:00,2026-05-06T10:16:00+00:00,,,,,,,,,,,,,,,,,
1778062560,1778062620,2026-05-06T10:16:00+00:00,2026-05-06T10:17:00+00:00,,,,,,,,,,,,,,,,,
1778062620,1778062680,2026-05-06T10:17:00+00:00,2026-05-06T10:18:00+00:00,,,,,,,,,,,,,,,,,
1778062680,1778062740,2026-05-06T10:18:00+00:00,2026-05-06T10:19:00+00:00,,,,,,,,,,,,,,,,,
1778062740,1778062800,2026-05-06T10:19:00+00:00,2026-05-06T10:20:00+00:00,,,,,,,,,,,,,,,,,
1778062800,1778062860,2026-05-06T10:20:00+00:00,2026-05-06T10:21:00+00:00,,,,,,,,,,,,,,,,,
1778062860,1778062920,2026-05-06T10:21:00+00:00,2026-05-06T10:22:00+00:00,,,,,,,,,,,,,,,,,
1778062920,1778062980,2026-05-06T10:22:00+00:00,2026-05-06T10:23:00+00:00,,,,,,,,,,,,,,,,,
1778062980,1778063040,2026-05-06T10:23:00+00:00,2026-05-06T10:24:00+00:00,,,,,,,,,,,,,,,,,
1778063040,1778063100,2026-05-06T10:24:00+00:00,2026-05-06T10:25:00+00:00,,,,,,,,,,,,,,,,,
1778063100,1778063160,2026-05-06T10:25:00+00:00,2026-05-06T10:26:00+00:00,,,,,,,,,,,,,,,,,
1778063160,1778063220,2026-05-06T10:26:00+00:00,2026-05-06T10:27:00+00:00,,,,,,,,,,,,,,,,,
1778063220,1778063280,2026-05-06T10:27:00+00:00,2026-05-06T10:28:00+00:00,,,,,,,,,,,,,,,,,
1778063280,1778063340,2026-05-06T10:28:00+00:00,2026-05-06T10:29:00+00:00,,,,,,,,,,,,,,,,,
1778063340,1778063400,2026-05-06T10:29:00+00:00,2026-05-06T10:30:00+00:00,,,,,,,,,,,,,,,,,
1778063400,1778063460,2026-05-06T10:30:00+00:00,2026-05-06T10:31:00+00:00,,,,,,,,,,,,,,,,,
1778063460,1778063520,2026-05-06T10:31:00+00:00,2026-05-06T10:32:00+00:00,,,,,,,,,,,,,,,,,
1778063520,1778063580,2026-05-06T10:32:00+00:00,2026-05-06T10:33:00+00:00,,,,,,,,,,,,,,,,,
1778063580,1778063640,2026-05-06T10:33:00+00:00,2026-05-06T10:34:00+00:00,,,,,,,,,,,,,,,,,
1778063640,1778063700,2026-05-06T10:34:00+00:00,2026-05-06T10:35:00+00:00,,,,,,,,,,,,,,,,,
1778063700,1778063760,2026-05-06T10:35:00+00:00,2026-05-06T10:36:00+00:00,,,,,,,,,,,,,,,,,
1778063760,1778063820,2026-05-06T10:36:00+00:00,2026-05-06T10:37:00+00:00,,,,,,,,,,,,,,,,,
1778063820,1778063880,2026-05-06T10:37:00+00:00,2026-05-06T10:38:00+00:00,,,,,,,,,,,,,,,,,
1778063880,1778063940,2026-05-06T10:38:00+00:00,2026-05-06T10:39:00+00:00,,,,,,,,,,,,,,,,,
1778063940,1778064000,2026-05-06T10:39:00+00:00,2026-05-06T10:40:00+00:00,,,,,,,,,,,,,,,,,
1778064000,1778064060,2026-05-06T10:40:00+00:00,2026-05-06T10:41:00+00:00,,,,,,,,,,,,,,,,,
1778064060,1778064120,2026-05-06T10:41:00+00:00,2026-05-06T10:42:00+00:00,,,,,,,,,,,,,,,,,
1778064120,1778064180,2026-05-06T10:42:00+00:00,2026-05-06T10:43:00+00:00,,,,,,,,,,,,,,,,,
1778064180,1778064240,2026-05-06T10:43:00+00:00,2026-05-06T10:44:00+00:00,,,,,,,,,,,,,,,,,
1778064240,1778064300,2026-05-06T10:44:00+00:00,2026-05-06T10:45:00+00:00,,,,,,,,,,,,,,,,,
1778064300,1778064360,2026-05-06T10:45:00+00:00,2026-05-06T10:46:00+00:00,,,,,,,,,,,,,,,,,
1778064360,1778064420,2026-05-06T10:46:00+00:00,2026-05-06T10:47:00+00:00,,,,,,,,,,,,,,,,,
1778064420,1778064480,2026-05-06T10:47:00+00:00,2026-05-06T10:48:00+00:00,,,,,,,,,,,,,,,,,
1778064480,1778064540,2026-05-06T10:48:00+00:00,2026-05-06T10:49:00+00:00,,,,,,,,,,,,,,,,,
1778064540,1778064600,2026-05-06T10:49:00+00:00,2026-05-06T10:50:00+00:00,,,,,,,,,,,,,,,,,
1778064600,1778064660,2026-05-06T10:50:00+00:00,2026-05-06T10:51:00+00:00,,,,,,,,,,,,,,,,,
1778064660,1778064720,2026-05-06T10:51:00+00:00,2026-05-06T10:52:00+00:00,,,,,,,,,,,,,,,,,
1778064720,1778064780,2026-05-06T10:52:00+00:00,2026-05-06T10:53:00+00:00,,,,,,,,,,,,,,,,,
1778064780,1778064840,2026-05-06T10:53:00+00:00,2026-05-06T10:54:00+00:00,,,,,,,,,,,,,,,,,
1778064840,1778064900,2026-05-06T10:54:00+00:00,2026-05-06T10:55:00+00:00,,,,,,,,,,,,,,,,,
1778064900,1778064960,2026-05-06T10:55:00+00:00,2026-05-06T10:56:00+00:00,,,,,,,,,,,,,,,,,
1778064960,1778065020,2026-05-06T10:56:00+00:00,2026-05-06T10:57:00+00:00,,,,,,,,,,,,,,,,,
1778065020,1778065080,2026-05-06T10:57:00+00:00,2026-05-06T10:58:00+00:00,,,,,,,,,,,,,,,,,
1778065080,1778065140,2026-05-06T10:58:00+00:00,2026-05-06T10:59:00+00:00,,,,,,,,,,,,,,,,,
1778065140,1778065200,2026-05-06T10:59:00+00:00,2026-05-06T11:00:00+00:00,,,,,,,,,,,,,,,,,
1778065200,1778065260,2026-05-06T11:00:00+00:00,2026-05-06T11:01:00+00:00,,,,,,,,,,,,,,,,,
1778065260,1778065320,2026-05-06T11:01:00+00:00,2026-05-06T11:02:00+00:00,,,,,,,,,,,,,,,,,
1778065320,1778065380,2026-05-06T11:02:00+00:00,2026-05-06T11:03:00+00:00,,,,,,,,,,,,,,,,,
1778065380,1778065440,2026-05-06T11:03:00+00:00,2026-05-06T11:04:00+00:00,,,,,,,,,,,,,,,,,
1778065440,1778065500,2026-05-06T11:04:00+00:00,2026-05-06T11:05:00+00:00,,,,,,,,,,,,,,,,,
1778065500,1778065560,2026-05-06T11:05:00+00:00,2026-05-06T11:06:00+00:00,2.0,gpt-5.4-2026-03-05,False,default,1748.0,282.0,0.0,1748.0,1748.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778065560,1778065620,2026-05-06T11:06:00+00:00,2026-05-06T11:07:00+00:00,17.0,gpt-5.4-2026-03-05,False,default,11531.0,2283.0,0.0,11531.0,11531.0,2283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778065620,1778065680,2026-05-06T11:07:00+00:00,2026-05-06T11:08:00+00:00,18.0,gpt-5.4-2026-03-05,False,default,11790.0,2363.0,0.0,11790.0,11790.0,2363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778065680,1778065740,2026-05-06T11:08:00+00:00,2026-05-06T11:09:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,12839.0,2722.0,0.0,12839.0,12839.0,2722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778065740,1778065800,2026-05-06T11:09:00+00:00,2026-05-06T11:10:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,12770.0,2708.0,0.0,12770.0,12770.0,2708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778065800,1778065860,2026-05-06T11:10:00+00:00,2026-05-06T11:11:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,12095.0,2613.0,0.0,12095.0,12095.0,2613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778065860,1778065920,2026-05-06T11:11:00+00:00,2026-05-06T11:12:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,14779.0,2841.0,0.0,14779.0,14779.0,2841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778065920,1778065980,2026-05-06T11:12:00+00:00,2026-05-06T11:13:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,13456.0,2675.0,0.0,13456.0,13456.0,2675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778065980,1778066040,2026-05-06T11:13:00+00:00,2026-05-06T11:14:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,13992.0,2774.0,0.0,13992.0,13992.0,2774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066040,1778066100,2026-05-06T11:14:00+00:00,2026-05-06T11:15:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,13509.0,2788.0,0.0,13509.0,13509.0,2788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066100,1778066160,2026-05-06T11:15:00+00:00,2026-05-06T11:16:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,13460.0,2710.0,0.0,13460.0,13460.0,2710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066160,1778066220,2026-05-06T11:16:00+00:00,2026-05-06T11:17:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,12945.0,2673.0,0.0,12945.0,12945.0,2673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066220,1778066280,2026-05-06T11:17:00+00:00,2026-05-06T11:18:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,12254.0,2637.0,0.0,12254.0,12254.0,2637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066280,1778066340,2026-05-06T11:18:00+00:00,2026-05-06T11:19:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,13209.0,2640.0,0.0,13209.0,13209.0,2640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066340,1778066400,2026-05-06T11:19:00+00:00,2026-05-06T11:20:00+00:00,21.0,gpt-5.4-2026-03-05,False,default,13453.0,2757.0,0.0,13453.0,13453.0,2757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066400,1778066460,2026-05-06T11:20:00+00:00,2026-05-06T11:21:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,11728.0,2528.0,0.0,11728.0,11728.0,2528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066460,1778066520,2026-05-06T11:21:00+00:00,2026-05-06T11:22:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,13417.0,2619.0,0.0,13417.0,13417.0,2619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066520,1778066580,2026-05-06T11:22:00+00:00,2026-05-06T11:23:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,12365.0,2605.0,0.0,12365.0,12365.0,2605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066580,1778066640,2026-05-06T11:23:00+00:00,2026-05-06T11:24:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,13194.0,2711.0,0.0,13194.0,13194.0,2711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066640,1778066700,2026-05-06T11:24:00+00:00,2026-05-06T11:25:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,12563.0,2696.0,0.0,12563.0,12563.0,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066700,1778066760,2026-05-06T11:25:00+00:00,2026-05-06T11:26:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,11849.0,2610.0,0.0,11849.0,11849.0,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066760,1778066820,2026-05-06T11:26:00+00:00,2026-05-06T11:27:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,12773.0,2553.0,0.0,12773.0,12773.0,2553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066820,1778066880,2026-05-06T11:27:00+00:00,2026-05-06T11:28:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,13766.0,2599.0,0.0,13766.0,13766.0,2599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066880,1778066940,2026-05-06T11:28:00+00:00,2026-05-06T11:29:00+00:00,17.0,gpt-5.4-2026-03-05,False,default,11720.0,2381.0,0.0,11720.0,11720.0,2381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778066940,1778067000,2026-05-06T11:29:00+00:00,2026-05-06T11:30:00+00:00,21.0,gpt-5.4-2026-03-05,False,default,14327.0,2809.0,0.0,14327.0,14327.0,2809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778067000,1778067060,2026-05-06T11:30:00+00:00,2026-05-06T11:31:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,13139.0,2771.0,0.0,13139.0,13139.0,2771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778067060,1778067120,2026-05-06T11:31:00+00:00,2026-05-06T11:32:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,12928.0,2798.0,0.0,12928.0,12928.0,2798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778067120,1778067180,2026-05-06T11:32:00+00:00,2026-05-06T11:33:00+00:00,21.0,gpt-5.4-2026-03-05,False,default,14091.0,2801.0,0.0,14091.0,14091.0,2801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778067180,1778067240,2026-05-06T11:33:00+00:00,2026-05-06T11:34:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,12943.0,2594.0,0.0,12943.0,12943.0,2594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778067240,1778067300,2026-05-06T11:34:00+00:00,2026-05-06T11:35:00+00:00,18.0,gpt-5.4-2026-03-05,False,default,12010.0,2440.0,0.0,12010.0,12010.0,2440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778067300,1778067360,2026-05-06T11:35:00+00:00,2026-05-06T11:36:00+00:00,19.0,gpt-5.4-2026-03-05,False,default,11549.0,2641.0,0.0,11549.0,11549.0,2641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778067360,1778067420,2026-05-06T11:36:00+00:00,2026-05-06T11:37:00+00:00,16.0,gpt-5.4-2026-03-05,False,default,9821.0,2040.0,0.0,9821.0,9821.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778067420,1778067480,2026-05-06T11:37:00+00:00,2026-05-06T11:38:00+00:00,20.0,gpt-5.4-2026-03-05,False,default,13201.0,2649.0,0.0,13201.0,13201.0,2649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778067480,1778067540,2026-05-06T11:38:00+00:00,2026-05-06T11:39:00+00:00,18.0,gpt-5.4-2026-03-05,False,default,14294.0,2666.0,0.0,14294.0,14294.0,2666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
